MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,CPUTM,USNAM,TCODE,XBLNR,WAERS,KURSF,BSTAT,STBLG,AWTYP,AWKEY,AEDAT,BKTXT
100,1000,0100000085,2024,KR,20240325,20240325,03,20240325,060443,FI_AUTO,MIRO,4500000085,USD,1.0,,,RMRP,4500000085,20240325,
100,2000,0100000086,2024,KR,20240326,20240326,03,20240326,130205,FI_AUTO,MIRO,4500000086,USD,1.0,,,RMRP,4500000086,20240326,
100,2000,0100000087,2024,KR,20240327,20240327,03,20240327,075409,FI_AUTO,MIRO,4500000087,USD,1.0,,,RMRP,4500000087,20240327,
100,2000,0100000088,2024,KR,20240328,20240328,03,20240328,061618,FI_AUTO,MIRO,4500000088,USD,1.0,,,RMRP,4500000088,20240328,
100,2000,0100000089,2024,KR,20240329,20240329,03,20240329,080235,FI_AUTO,MIRO,4500000089,USD,1.0,,,RMRP,4500000089,20240329,
100,2000,0100000090,2024,KR,20240330,20240330,03,20240330,081835,FI_AUTO,MIRO,4500000090,USD,1.0,,,RMRP,4500000090,20240330,
100,1000,0100000091,2024,KR,20240331,20240331,03,20240331,112511,FI_AUTO,MIRO,4500000091,USD,1.0,,,RMRP,4500000091,20240331,
100,2000,0100000092,2024,KR,20240401,20240401,04,20240401,144135,FI_AUTO,MIRO,4500000092,USD,1.0,,,RMRP,4500000092,20240401,
100,2000,0100000093,2024,KR,20240402,20240402,04,20240402,135914,FI_AUTO,MIRO,4500000093,USD,1.0,,,RMRP,4500000093,20240402,
100,2000,0100000094,2024,KR,20240403,20240403,04,20240403,132601,FI_AUTO,MIRO,4500000094,USD,1.0,,,RMRP,4500000094,20240403,
100,1000,0100000095,2024,KR,20240404,20240404,04,20240404,093956,FI_AUTO,MIRO,4500000095,USD,1.0,,,RMRP,4500000095,20240404,
100,2000,0100000096,2024,KR,20240405,20240405,04,20240405,160445,FI_AUTO,MIRO,4500000096,USD,1.0,,,RMRP,4500000096,20240405,
100,2000,0100000097,2024,KR,20240406,20240406,04,20240406,155537,FI_AUTO,MIRO,4500000097,USD,1.0,,,RMRP,4500000097,20240406,
100,1000,0100000098,2024,KR,20240407,20240407,04,20240407,183018,FI_AUTO,MIRO,4500000098,USD,1.0,,,RMRP,4500000098,20240407,
100,2000,0100000099,2024,KR,20240408,20240408,04,20240408,153516,FI_AUTO,MIRO,4500000099,USD,1.0,,,RMRP,4500000099,20240408,
100,2000,0100000100,2024,KR,20240409,20240409,04,20240409,122559,FI_AUTO,MIRO,4500000100,USD,1.0,,,RMRP,4500000100,20240409,
100,1000,0100000101,2024,KR,20240410,20240410,04,20240410,134753,FI_AUTO,MIRO,4500000101,USD,1.0,,,RMRP,4500000101,20240410,
100,1000,0100000102,2024,KR,20240411,20240411,04,20240411,075755,FI_AUTO,MIRO,4500000102,USD,1.0,,,RMRP,4500000102,20240411,
100,2000,0100000103,2024,KR,20240412,20240412,04,20240412,092130,FI_AUTO,MIRO,4500000103,USD,1.0,,,RMRP,4500000103,20240412,
100,1000,0100000104,2024,KR,20240413,20240413,04,20240413,135633,FI_AUTO,MIRO,4500000104,USD,1.0,,,RMRP,4500000104,20240413,
100,1000,0100000105,2024,KR,20240414,20240414,04,20240414,173917,FI_AUTO,MIRO,4500000105,USD,1.0,,,RMRP,4500000105,20240414,
100,1000,0100000106,2024,KR,20240415,20240415,04,20240415,120434,FI_AUTO,MIRO,4500000106,USD,1.0,,,RMRP,4500000106,20240415,
100,1000,0100000107,2024,KR,20240416,20240416,04,20240416,092818,FI_AUTO,MIRO,4500000107,USD,1.0,,,RMRP,4500000107,20240416,
100,1000,0100000108,2024,KR,20240417,20240417,04,20240417,155710,FI_AUTO,MIRO,4500000108,USD,1.0,,,RMRP,4500000108,20240417,
100,2000,0100000109,2024,KR,20240418,20240418,04,20240418,120218,FI_AUTO,MIRO,4500000109,USD,1.0,,,RMRP,4500000109,20240418,
100,2000,0100000110,2024,KR,20240419,20240419,04,20240419,110011,FI_AUTO,MIRO,4500000110,USD,1.0,,,RMRP,4500000110,20240419,
100,1000,0100000111,2024,KR,20240420,20240420,04,20240420,123140,FI_AUTO,MIRO,4500000111,USD,1.0,,,RMRP,4500000111,20240420,
100,1000,0100000112,2024,KR,20240421,20240421,04,20240421,135133,FI_AUTO,MIRO,4500000112,USD,1.0,,,RMRP,4500000112,20240421,
100,2000,0100000113,2024,KR,20240422,20240422,04,20240422,183735,FI_AUTO,MIRO,4500000113,USD,1.0,,,RMRP,4500000113,20240422,
100,1000,0100000114,2024,KR,20240423,20240423,04,20240423,124806,FI_AUTO,MIRO,4500000114,USD,1.0,,,RMRP,4500000114,20240423,
100,1000,0100000115,2024,KR,20240424,20240424,04,20240424,134626,FI_AUTO,MIRO,4500000115,USD,1.0,,,RMRP,4500000115,20240424,
100,1000,0100000116,2024,KR,20240425,20240425,04,20240425,151800,FI_AUTO,MIRO,4500000116,USD,1.0,,,RMRP,4500000116,20240425,
100,2000,0100000117,2024,KR,20240426,20240426,04,20240426,145246,FI_AUTO,MIRO,4500000117,USD,1.0,,,RMRP,4500000117,20240426,
100,1000,0100000118,2024,KR,20240427,20240427,04,20240427,131605,FI_AUTO,MIRO,4500000118,USD,1.0,,,RMRP,4500000118,20240427,
100,2000,0100000119,2024,KR,20240428,20240428,04,20240428,155752,FI_AUTO,MIRO,4500000119,USD,1.0,,,RMRP,4500000119,20240428,
100,2000,0100000120,2024,KR,20240429,20240429,04,20240429,144624,FI_AUTO,MIRO,4500000120,USD,1.0,,,RMRP,4500000120,20240429,
100,1000,0100000121,2024,KR,20240430,20240430,04,20240430,070033,FI_AUTO,MIRO,4500000121,USD,1.0,,,RMRP,4500000121,20240430,
100,2000,0100000122,2024,KR,20240501,20240501,05,20240501,073952,FI_AUTO,MIRO,4500000122,USD,1.0,,,RMRP,4500000122,20240501,
100,2000,0100000123,2024,KR,20240502,20240502,05,20240502,065531,FI_AUTO,MIRO,4500000123,USD,1.0,,,RMRP,4500000123,20240502,
100,1000,0100000124,2024,KR,20240503,20240503,05,20240503,181343,FI_AUTO,MIRO,4500000124,USD,1.0,,,RMRP,4500000124,20240503,
100,1000,0100000125,2024,KR,20240504,20240504,05,20240504,151902,FI_AUTO,MIRO,4500000125,USD,1.0,,,RMRP,4500000125,20240504,
100,2000,0100000126,2024,KR,20240505,20240505,05,20240505,182337,FI_AUTO,MIRO,4500000126,USD,1.0,,,RMRP,4500000126,20240505,
100,2000,0100000127,2024,KR,20240506,20240506,05,20240506,060456,FI_AUTO,MIRO,4500000127,USD,1.0,,,RMRP,4500000127,20240506,
100,2000,0100000128,2024,KR,20240507,20240507,05,20240507,112320,FI_AUTO,MIRO,4500000128,USD,1.0,,,RMRP,4500000128,20240507,
100,2000,0100000129,2024,KR,20240508,20240508,05,20240508,121340,FI_AUTO,MIRO,4500000129,USD,1.0,,,RMRP,4500000129,20240508,
100,2000,0100000130,2024,KR,20240509,20240509,05,20240509,064358,FI_AUTO,MIRO,4500000130,USD,1.0,,,RMRP,4500000130,20240509,
100,1000,0100000131,2024,KR,20240510,20240510,05,20240510,180050,FI_AUTO,MIRO,4500000131,USD,1.0,,,RMRP,4500000131,20240510,
100,2000,0100000132,2024,KR,20240511,20240511,05,20240511,112030,FI_AUTO,MIRO,4500000132,USD,1.0,,,RMRP,4500000132,20240511,
100,2000,0100000133,2024,KR,20240512,20240512,05,20240512,164853,FI_AUTO,MIRO,4500000133,USD,1.0,,,RMRP,4500000133,20240512,
100,2000,0100000134,2024,KR,20240513,20240513,05,20240513,152500,FI_AUTO,MIRO,4500000134,USD,1.0,,,RMRP,4500000134,20240513,
100,2000,0100000135,2024,KR,20240514,20240514,05,20240514,125207,FI_AUTO,MIRO,4500000135,USD,1.0,,,RMRP,4500000135,20240514,
100,2000,0100000136,2024,KR,20240515,20240515,05,20240515,184355,FI_AUTO,MIRO,4500000136,USD,1.0,,,RMRP,4500000136,20240515,
100,2000,0100000137,2024,KR,20240516,20240516,05,20240516,090528,FI_AUTO,MIRO,4500000137,USD,1.0,,,RMRP,4500000137,20240516,
100,1000,0100000138,2024,KR,20240517,20240517,05,20240517,184410,FI_AUTO,MIRO,4500000138,USD,1.0,,,RMRP,4500000138,20240517,
100,1000,0100000139,2024,KR,20240518,20240518,05,20240518,112438,FI_AUTO,MIRO,4500000139,USD,1.0,,,RMRP,4500000139,20240518,
100,2000,0100000140,2024,KR,20240519,20240519,05,20240519,073205,FI_AUTO,MIRO,4500000140,USD,1.0,,,RMRP,4500000140,20240519,
100,2000,0100000141,2024,KR,20240520,20240520,05,20240520,184457,FI_AUTO,MIRO,4500000141,USD,1.0,,,RMRP,4500000141,20240520,
100,2000,0100000142,2024,KR,20240521,20240521,05,20240521,132129,FI_AUTO,MIRO,4500000142,USD,1.0,,,RMRP,4500000142,20240521,
100,2000,0100000143,2024,KR,20240522,20240522,05,20240522,111625,FI_AUTO,MIRO,4500000143,USD,1.0,,,RMRP,4500000143,20240522,
100,2000,0100000144,2024,KR,20240523,20240523,05,20240523,091749,FI_AUTO,MIRO,4500000144,USD,1.0,,,RMRP,4500000144,20240523,
100,2000,0100000145,2024,KR,20240524,20240524,05,20240524,111215,FI_AUTO,MIRO,4500000145,USD,1.0,,,RMRP,4500000145,20240524,
100,2000,0100000146,2024,KR,20240525,20240525,05,20240525,161938,FI_AUTO,MIRO,4500000146,USD,1.0,,,RMRP,4500000146,20240525,
100,2000,0100000147,2024,KR,20240526,20240526,05,20240526,123725,FI_AUTO,MIRO,4500000147,USD,1.0,,,RMRP,4500000147,20240526,
100,1000,0100000148,2024,KR,20240527,20240527,05,20240527,144550,FI_AUTO,MIRO,4500000148,USD,1.0,,,RMRP,4500000148,20240527,
100,2000,0100000149,2024,KR,20240528,20240528,05,20240528,073229,FI_AUTO,MIRO,4500000149,USD,1.0,,,RMRP,4500000149,20240528,
100,1000,0100000150,2024,KR,20240529,20240529,05,20240529,061806,FI_AUTO,MIRO,4500000150,USD,1.0,,,RMRP,4500000150,20240529,
100,2000,0100000151,2024,KR,20240530,20240530,05,20240530,092614,FI_AUTO,MIRO,4500000151,USD,1.0,,,RMRP,4500000151,20240530,
100,2000,0100000152,2024,KR,20240531,20240531,05,20240531,102106,FI_AUTO,MIRO,4500000152,USD,1.0,,,RMRP,4500000152,20240531,
100,2000,0100000153,2024,KR,20240601,20240601,06,20240601,120758,FI_AUTO,MIRO,4500000153,USD,1.0,,,RMRP,4500000153,20240601,
100,2000,0100000154,2024,KR,20240602,20240602,06,20240602,133903,FI_AUTO,MIRO,4500000154,USD,1.0,,,RMRP,4500000154,20240602,
100,1000,0100000155,2024,KR,20240603,20240603,06,20240603,175738,FI_AUTO,MIRO,4500000155,USD,1.0,,,RMRP,4500000155,20240603,
100,2000,0100000156,2024,KR,20240604,20240604,06,20240604,154144,FI_AUTO,MIRO,4500000156,USD,1.0,,,RMRP,4500000156,20240604,
100,2000,0100000157,2024,KR,20240605,20240605,06,20240605,074310,FI_AUTO,MIRO,4500000157,USD,1.0,,,RMRP,4500000157,20240605,
100,2000,0100000158,2024,KR,20240606,20240606,06,20240606,105445,FI_AUTO,MIRO,4500000158,USD,1.0,,,RMRP,4500000158,20240606,
100,1000,0100000159,2024,KR,20240607,20240607,06,20240607,133839,FI_AUTO,MIRO,4500000159,USD,1.0,,,RMRP,4500000159,20240607,
100,2000,0100000160,2024,KR,20240608,20240608,06,20240608,063011,FI_AUTO,MIRO,4500000160,USD,1.0,,,RMRP,4500000160,20240608,
100,1000,0100000161,2024,KR,20240609,20240609,06,20240609,185454,FI_AUTO,MIRO,4500000161,USD,1.0,,,RMRP,4500000161,20240609,
100,1000,0100000162,2024,KR,20240610,20240610,06,20240610,090324,FI_AUTO,MIRO,4500000162,USD,1.0,,,RMRP,4500000162,20240610,
100,2000,0100000163,2024,KR,20240611,20240611,06,20240611,122228,FI_AUTO,MIRO,4500000163,USD,1.0,,,RMRP,4500000163,20240611,
100,1000,0100000164,2024,KR,20240612,20240612,06,20240612,134404,FI_AUTO,MIRO,4500000164,USD,1.0,,,RMRP,4500000164,20240612,
100,2000,0100000165,2024,KR,20240613,20240613,06,20240613,075003,FI_AUTO,MIRO,4500000165,USD,1.0,,,RMRP,4500000165,20240613,
100,1000,0100000166,2024,KR,20240614,20240614,06,20240614,123129,FI_AUTO,MIRO,4500000166,USD,1.0,,,RMRP,4500000166,20240614,
100,2000,0100000167,2024,KR,20240615,20240615,06,20240615,133823,FI_AUTO,MIRO,4500000167,USD,1.0,,,RMRP,4500000167,20240615,
100,1000,0100000168,2024,KR,20240616,20240616,06,20240616,161247,FI_AUTO,MIRO,4500000168,USD,1.0,,,RMRP,4500000168,20240616,
100,2000,0100000169,2024,KR,20240617,20240617,06,20240617,081755,FI_AUTO,MIRO,4500000169,USD,1.0,,,RMRP,4500000169,20240617,
100,2000,0100000170,2024,KR,20240618,20240618,06,20240618,092905,FI_AUTO,MIRO,4500000170,USD,1.0,,,RMRP,4500000170,20240618,
100,1000,0100000171,2024,KR,20240619,20240619,06,20240619,112149,FI_AUTO,MIRO,4500000171,USD,1.0,,,RMRP,4500000171,20240619,
100,1000,0100000172,2024,KR,20240620,20240620,06,20240620,075108,FI_AUTO,MIRO,4500000172,USD,1.0,,,RMRP,4500000172,20240620,
100,2000,0100000173,2024,KR,20240621,20240621,06,20240621,102116,FI_AUTO,MIRO,4500000173,USD,1.0,,,RMRP,4500000173,20240621,
100,1000,0100000174,2024,KR,20240622,20240622,06,20240622,144539,FI_AUTO,MIRO,4500000174,USD,1.0,,,RMRP,4500000174,20240622,
100,1000,0100000175,2024,KR,20240623,20240623,06,20240623,093559,FI_AUTO,MIRO,4500000175,USD,1.0,,,RMRP,4500000175,20240623,
100,1000,0100000176,2024,KR,20240624,20240624,06,20240624,152825,FI_AUTO,MIRO,4500000176,USD,1.0,,,RMRP,4500000176,20240624,
100,2000,0100000177,2024,KR,20240625,20240625,06,20240625,071543,FI_AUTO,MIRO,4500000177,USD,1.0,,,RMRP,4500000177,20240625,
100,1000,0100000178,2024,KR,20240626,20240626,06,20240626,104934,FI_AUTO,MIRO,4500000178,USD,1.0,,,RMRP,4500000178,20240626,
100,2000,0100000179,2024,KR,20240627,20240627,06,20240627,143837,FI_AUTO,MIRO,4500000179,USD,1.0,,,RMRP,4500000179,20240627,
100,2000,0100000180,2024,KR,20240628,20240628,06,20240628,063349,FI_AUTO,MIRO,4500000180,USD,1.0,,,RMRP,4500000180,20240628,
100,2000,0100000181,2024,KR,20240629,20240629,06,20240629,093658,FI_AUTO,MIRO,4500000181,USD,1.0,,,RMRP,4500000181,20240629,
100,1000,0100000182,2024,KR,20240630,20240630,06,20240630,100734,FI_AUTO,MIRO,4500000182,USD,1.0,,,RMRP,4500000182,20240630,
100,2000,0100000183,2024,KR,20240701,20240701,07,20240701,150247,FI_AUTO,MIRO,4500000183,USD,1.0,,,RMRP,4500000183,20240701,
