MANDT,BUKRS,BELNR,GJAHR,BUZEI,BSCHL,KOART,SHKZG,GSBER,HKONT,DMBTR,WRBTR,MWSKZ,KOSTL,ZUONR,SGTXT,LIFNR,KUNNR,PRCTR,MATNR,UMSKZ
100,2000,0100000036,2024,002,31,K,H,,0000050257,46621.14,46621.14,I1,,4500000036,,0000050257,,,,
100,2000,0100000037,2024,001,40,S,S,,0000400000,22877.19,22877.19,I1,LAB100,4500000037,,,,,,
100,2000,0100000037,2024,002,31,K,H,,0000050167,22877.19,22877.19,I1,,4500000037,,0000050167,,,,
100,1000,0100000038,2024,001,40,S,S,,0000400000,39032.77,39032.77,I1,MIN100,4500000038,,,,,,
100,1000,0100000038,2024,002,31,K,H,,0000050054,39032.77,39032.77,I1,,4500000038,,0000050054,,,,
100,1000,0100000039,2024,001,40,S,S,,0000400000,9218.11,9218.11,I1,PLAN100,4500000039,,,,,,
100,1000,0100000039,2024,002,31,K,H,,0000050178,9218.11,9218.11,I1,,4500000039,,0000050178,,,,
100,1000,0100000040,2024,001,40,S,S,,0000400000,1182.81,1182.81,I1,MIN100,4500000040,,,,,,
100,1000,0100000040,2024,002,31,K,H,,0000050143,1182.81,1182.81,I1,,4500000040,,0000050143,,,,
100,1000,0100000041,2024,001,40,S,S,,0000400000,13792.45,13792.45,I1,PLAN100,4500000041,,,,,,
100,1000,0100000041,2024,002,31,K,H,,0000050233,13792.45,13792.45,I1,,4500000041,,0000050233,,,,
100,2000,0100000042,2024,001,40,S,S,,0000400000,15261.55,15261.55,I1,REF100,4500000042,,,,,,
100,2000,0100000042,2024,002,31,K,H,,0000050293,15261.55,15261.55,I1,,4500000042,,0000050293,,,,
100,2000,0100000043,2024,001,40,S,S,,0000400000,36922.11,36922.11,I1,LOG100,4500000043,,,,,,
100,2000,0100000043,2024,002,31,K,H,,0000050012,36922.11,36922.11,I1,,4500000043,,0000050012,,,,
100,2000,0100000044,2024,001,40,S,S,,0000400000,983.79,983.79,I1,LAB100,4500000044,,,,,,
100,2000,0100000044,2024,002,31,K,H,,0000050143,983.79,983.79,I1,,4500000044,,0000050143,,,,
100,1000,0100000045,2024,001,40,S,S,,0000400000,44904.68,44904.68,I1,MANT100,4500000045,,,,,,
100,1000,0100000045,2024,002,31,K,H,,0000050290,44904.68,44904.68,I1,,4500000045,,0000050290,,,,
100,1000,0100000046,2024,001,40,S,S,,0000400000,37677.25,37677.25,I1,MIN100,4500000046,,,,,,
100,1000,0100000046,2024,002,31,K,H,,0000050244,37677.25,37677.25,I1,,4500000046,,0000050244,,,,
100,2000,0100000047,2024,001,40,S,S,,0000400000,47426.19,47426.19,I1,LAB100,4500000047,,,,,,
100,2000,0100000047,2024,002,31,K,H,,0000050168,47426.19,47426.19,I1,,4500000047,,0000050168,,,,
100,2000,0100000048,2024,001,40,S,S,,0000400000,26579.49,26579.49,I1,LOG100,4500000048,,,,,,
100,2000,0100000048,2024,002,31,K,H,,0000050295,26579.49,26579.49,I1,,4500000048,,0000050295,,,,
100,2000,0100000049,2024,001,40,S,S,,0000400000,10658.66,10658.66,I1,LAB100,4500000049,,,,,,
100,2000,0100000049,2024,002,31,K,H,,0000050186,10658.66,10658.66,I1,,4500000049,,0000050186,,,,
100,2000,0100000050,2024,001,40,S,S,,0000400000,23146.82,23146.82,I1,LOG100,4500000050,,,,,,
100,2000,0100000050,2024,002,31,K,H,,0000050069,23146.82,23146.82,I1,,4500000050,,0000050069,,,,
100,2000,0100000051,2024,001,40,S,S,,0000400000,4370.53,4370.53,I1,REF100,4500000051,,,,,,
100,2000,0100000051,2024,002,31,K,H,,0000050248,4370.53,4370.53,I1,,4500000051,,0000050248,,,,
100,1000,0100000052,2024,001,40,S,S,,0000400000,26055.83,26055.83,I1,MIN100,4500000052,,,,,,
100,1000,0100000052,2024,002,31,K,H,,0000050185,26055.83,26055.83,I1,,4500000052,,0000050185,,,,
100,1000,0100000053,2024,001,40,S,S,,0000400000,38274.15,38274.15,I1,MIN200,4500000053,,,,,,
100,1000,0100000053,2024,002,31,K,H,,0000050056,38274.15,38274.15,I1,,4500000053,,0000050056,,,,
100,2000,0100000054,2024,001,40,S,S,,0000400000,37349.09,37349.09,I1,LOG100,4500000054,,,,,,
100,2000,0100000054,2024,002,31,K,H,,0000050129,37349.09,37349.09,I1,,4500000054,,0000050129,,,,
100,1000,0100000055,2024,001,40,S,S,,0000400000,32671.72,32671.72,I1,MIN100,4500000055,,,,,,
100,1000,0100000055,2024,002,31,K,H,,0000050098,32671.72,32671.72,I1,,4500000055,,0000050098,,,,
100,2000,0100000056,2024,001,40,S,S,,0000400000,26470.53,26470.53,I1,LOG100,4500000056,,,,,,
100,2000,0100000056,2024,002,31,K,H,,0000050134,26470.53,26470.53,I1,,4500000056,,0000050134,,,,
100,1000,0100000057,2024,001,40,S,S,,0000400000,6041.27,6041.27,I1,PLAN100,4500000057,,,,,,
100,1000,0100000057,2024,002,31,K,H,,0000050210,6041.27,6041.27,I1,,4500000057,,0000050210,,,,
100,1000,0100000058,2024,001,40,S,S,,0000400000,20914.75,20914.75,I1,MANT200,4500000058,,,,,,
100,1000,0100000058,2024,002,31,K,H,,0000050114,20914.75,20914.75,I1,,4500000058,,0000050114,,,,
100,1000,0100000059,2024,001,40,S,S,,0000400000,10280.63,10280.63,I1,MANT200,4500000059,,,,,,
100,1000,0100000059,2024,002,31,K,H,,0000050211,10280.63,10280.63,I1,,4500000059,,0000050211,,,,
100,1000,0100000060,2024,001,40,S,S,,0000400000,10571.51,10571.51,I1,MIN100,4500000060,,,,,,
100,1000,0100000060,2024,002,31,K,H,,0000050089,10571.51,10571.51,I1,,4500000060,,0000050089,,,,
100,2000,0100000061,2024,001,40,S,S,,0000400000,32624.28,32624.28,I1,LAB100,4500000061,,,,,,
100,2000,0100000061,2024,002,31,K,H,,0000050131,32624.28,32624.28,I1,,4500000061,,0000050131,,,,
100,1000,0100000062,2024,001,40,S,S,,0000400000,40586.63,40586.63,I1,MANT200,4500000062,,,,,,
100,1000,0100000062,2024,002,31,K,H,,0000050113,40586.63,40586.63,I1,,4500000062,,0000050113,,,,
100,2000,0100000063,2024,001,40,S,S,,0000400000,4222.04,4222.04,I1,LOG100,4500000063,,,,,,
100,2000,0100000063,2024,002,31,K,H,,0000050085,4222.04,4222.04,I1,,4500000063,,0000050085,,,,
100,1000,0100000064,2024,001,40,S,S,,0000400000,9677.46,9677.46,I1,PLAN100,4500000064,,,,,,
100,1000,0100000064,2024,002,31,K,H,,0000050110,9677.46,9677.46,I1,,4500000064,,0000050110,,,,
100,1000,0100000065,2024,001,40,S,S,,0000400000,2191.83,2191.83,I1,MIN200,4500000065,,,,,,
100,1000,0100000065,2024,002,31,K,H,,0000050183,2191.83,2191.83,I1,,4500000065,,0000050183,,,,
100,1000,0100000066,2024,001,40,S,S,,0000400000,24590.77,24590.77,I1,MANT200,4500000066,,,,,,
100,1000,0100000066,2024,002,31,K,H,,0000050111,24590.77,24590.77,I1,,4500000066,,0000050111,,,,
100,2000,0100000067,2024,001,40,S,S,,0000400000,12595.38,12595.38,I1,REF100,4500000067,,,,,,
100,2000,0100000067,2024,002,31,K,H,,0000050127,12595.38,12595.38,I1,,4500000067,,0000050127,,,,
100,2000,0100000068,2024,001,40,S,S,,0000400000,23941.26,23941.26,I1,LOG100,4500000068,,,,,,
100,2000,0100000068,2024,002,31,K,H,,0000050267,23941.26,23941.26,I1,,4500000068,,0000050267,,,,
100,2000,0100000069,2024,001,40,S,S,,0000400000,8149.76,8149.76,I1,REF100,4500000069,,,,,,
100,2000,0100000069,2024,002,31,K,H,,0000050076,8149.76,8149.76,I1,,4500000069,,0000050076,,,,
100,2000,0100000070,2024,001,40,S,S,,0000400000,23867.81,23867.81,I1,REF100,4500000070,,,,,,
100,2000,0100000070,2024,002,31,K,H,,0000050167,23867.81,23867.81,I1,,4500000070,,0000050167,,,,
100,1000,0100000071,2024,001,40,S,S,,0000400000,26772.32,26772.32,I1,MANT100,4500000071,,,,,,
100,1000,0100000071,2024,002,31,K,H,,0000050219,26772.32,26772.32,I1,,4500000071,,0000050219,,,,
100,1000,0100000072,2024,001,40,S,S,,0000400000,12784.97,12784.97,I1,MIN100,4500000072,,,,,,
100,1000,0100000072,2024,002,31,K,H,,0000050001,12784.97,12784.97,I1,,4500000072,,0000050001,,,,
100,2000,0100000073,2024,001,40,S,S,,0000400000,4189.6,4189.6,I1,LOG100,4500000073,,,,,,
100,2000,0100000073,2024,002,31,K,H,,0000050293,4189.6,4189.6,I1,,4500000073,,0000050293,,,,
100,2000,0100000074,2024,001,40,S,S,,0000400000,22489.36,22489.36,I1,REF100,4500000074,,,,,,
100,2000,0100000074,2024,002,31,K,H,,0000050197,22489.36,22489.36,I1,,4500000074,,0000050197,,,,
100,2000,0100000075,2024,001,40,S,S,,0000400000,27232.32,27232.32,I1,LOG100,4500000075,,,,,,
100,2000,0100000075,2024,002,31,K,H,,0000050148,27232.32,27232.32,I1,,4500000075,,0000050148,,,,
100,1000,0100000076,2024,001,40,S,S,,0000400000,38966.15,38966.15,I1,MIN100,4500000076,,,,,,
100,1000,0100000076,2024,002,31,K,H,,0000050151,38966.15,38966.15,I1,,4500000076,,0000050151,,,,
100,2000,0100000077,2024,001,40,S,S,,0000400000,32489.28,32489.28,I1,LAB100,4500000077,,,,,,
100,2000,0100000077,2024,002,31,K,H,,0000050190,32489.28,32489.28,I1,,4500000077,,0000050190,,,,
100,2000,0100000078,2024,001,40,S,S,,0000400000,28822.56,28822.56,I1,LAB100,4500000078,,,,,,
100,2000,0100000078,2024,002,31,K,H,,0000050120,28822.56,28822.56,I1,,4500000078,,0000050120,,,,
100,1000,0100000079,2024,001,40,S,S,,0000400000,41462.99,41462.99,I1,MIN200,4500000079,,,,,,
100,1000,0100000079,2024,002,31,K,H,,0000050044,41462.99,41462.99,I1,,4500000079,,0000050044,,,,
100,2000,0100000080,2024,001,40,S,S,,0000400000,7857.91,7857.91,I1,LOG100,4500000080,,,,,,
100,2000,0100000080,2024,002,31,K,H,,0000050272,7857.91,7857.91,I1,,4500000080,,0000050272,,,,
100,2000,0100000081,2024,001,40,S,S,,0000400000,8785.97,8785.97,I1,LAB100,4500000081,,,,,,
100,2000,0100000081,2024,002,31,K,H,,0000050034,8785.97,8785.97,I1,,4500000081,,0000050034,,,,
100,2000,0100000082,2024,001,40,S,S,,0000400000,5407.08,5407.08,I1,LAB100,4500000082,,,,,,
100,2000,0100000082,2024,002,31,K,H,,0000050288,5407.08,5407.08,I1,,4500000082,,0000050288,,,,
100,2000,0100000083,2024,001,40,S,S,,0000400000,40088.63,40088.63,I1,LAB100,4500000083,,,,,,
100,2000,0100000083,2024,002,31,K,H,,0000050210,40088.63,40088.63,I1,,4500000083,,0000050210,,,,
100,1000,0100000084,2024,001,40,S,S,,0000400000,11944.35,11944.35,I1,MIN200,4500000084,,,,,,
100,1000,0100000084,2024,002,31,K,H,,0000050059,11944.35,11944.35,I1,,4500000084,,0000050059,,,,
100,1000,0100000085,2024,001,40,S,S,,0000400000,25165.73,25165.73,I1,MANT200,4500000085,,,,,,
100,1000,0100000085,2024,002,31,K,H,,0000050066,25165.73,25165.73,I1,,4500000085,,0000050066,,,,
100,2000,0100000086,2024,001,40,S,S,,0000400000,14332.2,14332.2,I1,LOG100,4500000086,,,,,,
100,2000,0100000086,2024,002,31,K,H,,0000050295,14332.2,14332.2,I1,,4500000086,,0000050295,,,,
100,2000,0100000087,2024,001,40,S,S,,0000400000,35335.83,35335.83,I1,LAB100,4500000087,,,,,,
100,2000,0100000087,2024,002,31,K,H,,0000050276,35335.83,35335.83,I1,,4500000087,,0000050276,,,,
100,2000,0100000088,2024,001,40,S,S,,0000400000,44425.11,44425.11,I1,LOG100,4500000088,,,,,,
100,2000,0100000088,2024,002,31,K,H,,0000050124,44425.11,44425.11,I1,,4500000088,,0000050124,,,,
100,2000,0100000089,2024,001,40,S,S,,0000400000,5707.07,5707.07,I1,LAB100,4500000089,,,,,,
100,2000,0100000089,2024,002,31,K,H,,0000050141,5707.07,5707.07,I1,,4500000089,,0000050141,,,,
100,2000,0100000090,2024,001,40,S,S,,0000400000,37985.43,37985.43,I1,REF100,4500000090,,,,,,
100,2000,0100000090,2024,002,31,K,H,,0000050231,37985.43,37985.43,I1,,4500000090,,0000050231,,,,
100,1000,0100000091,2024,001,40,S,S,,0000400000,15724.75,15724.75,I1,MANT200,4500000091,,,,,,
100,1000,0100000091,2024,002,31,K,H,,0000050264,15724.75,15724.75,I1,,4500000091,,0000050264,,,,
100,2000,0100000092,2024,001,40,S,S,,0000400000,40905.79,40905.79,I1,REF100,4500000092,,,,,,
100,2000,0100000092,2024,002,31,K,H,,0000050259,40905.79,40905.79,I1,,4500000092,,0000050259,,,,
100,2000,0100000093,2024,001,40,S,S,,0000400000,35280.46,35280.46,I1,LAB100,4500000093,,,,,,
100,2000,0100000093,2024,002,31,K,H,,0000050238,35280.46,35280.46,I1,,4500000093,,0000050238,,,,
100,2000,0100000094,2024,001,40,S,S,,0000400000,39989.24,39989.24,I1,REF100,4500000094,,,,,,
100,2000,0100000094,2024,002,31,K,H,,0000050260,39989.24,39989.24,I1,,4500000094,,0000050260,,,,
100,1000,0100000095,2024,001,40,S,S,,0000400000,48724.29,48724.29,I1,MANT200,4500000095,,,,,,
100,1000,0100000095,2024,002,31,K,H,,0000050114,48724.29,48724.29,I1,,4500000095,,0000050114,,,,
100,2000,0100000096,2024,001,40,S,S,,0000400000,34485.93,34485.93,I1,LOG100,4500000096,,,,,,
100,2000,0100000096,2024,002,31,K,H,,0000050079,34485.93,34485.93,I1,,4500000096,,0000050079,,,,
100,2000,0100000097,2024,001,40,S,S,,0000400000,20678.13,20678.13,I1,REF100,4500000097,,,,,,
100,2000,0100000097,2024,002,31,K,H,,0000050217,20678.13,20678.13,I1,,4500000097,,0000050217,,,,
100,1000,0100000098,2024,001,40,S,S,,0000400000,21618.86,21618.86,I1,MIN100,4500000098,,,,,,
100,1000,0100000098,2024,002,31,K,H,,0000050214,21618.86,21618.86,I1,,4500000098,,0000050214,,,,
100,2000,0100000099,2024,001,40,S,S,,0000400000,35052.88,35052.88,I1,REF100,4500000099,,,,,,
100,2000,0100000099,2024,002,31,K,H,,0000050007,35052.88,35052.88,I1,,4500000099,,0000050007,,,,
100,2000,0100000100,2024,001,40,S,S,,0000400000,11355.56,11355.56,I1,LOG100,4500000100,,,,,,
100,2000,0100000100,2024,002,31,K,H,,0000050214,11355.56,11355.56,I1,,4500000100,,0000050214,,,,
100,1000,0100000101,2024,001,40,S,S,,0000400000,33935.08,33935.08,I1,MIN200,4500000101,,,,,,
100,1000,0100000101,2024,002,31,K,H,,0000050255,33935.08,33935.08,I1,,4500000101,,0000050255,,,,
100,1000,0100000102,2024,001,40,S,S,,0000400000,21116.05,21116.05,I1,MANT100,4500000102,,,,,,
100,1000,0100000102,2024,002,31,K,H,,0000050204,21116.05,21116.05,I1,,4500000102,,0000050204,,,,
100,2000,0100000103,2024,001,40,S,S,,0000400000,13981.76,13981.76,I1,LOG100,4500000103,,,,,,
100,2000,0100000103,2024,002,31,K,H,,0000050053,13981.76,13981.76,I1,,4500000103,,0000050053,,,,
100,1000,0100000104,2024,001,40,S,S,,0000400000,24342.16,24342.16,I1,MANT200,4500000104,,,,,,
100,1000,0100000104,2024,002,31,K,H,,0000050088,24342.16,24342.16,I1,,4500000104,,0000050088,,,,
100,1000,0100000105,2024,001,40,S,S,,0000400000,28361.49,28361.49,I1,MANT100,4500000105,,,,,,
100,1000,0100000105,2024,002,31,K,H,,0000050037,28361.49,28361.49,I1,,4500000105,,0000050037,,,,
100,1000,0100000106,2024,001,40,S,S,,0000400000,25502.52,25502.52,I1,MANT100,4500000106,,,,,,
100,1000,0100000106,2024,002,31,K,H,,0000050295,25502.52,25502.52,I1,,4500000106,,0000050295,,,,
100,1000,0100000107,2024,001,40,S,S,,0000400000,45643.52,45643.52,I1,PLAN100,4500000107,,,,,,
100,1000,0100000107,2024,002,31,K,H,,0000050074,45643.52,45643.52,I1,,4500000107,,0000050074,,,,
100,1000,0100000108,2024,001,40,S,S,,0000400000,27295.67,27295.67,I1,MANT100,4500000108,,,,,,
100,1000,0100000108,2024,002,31,K,H,,0000050077,27295.67,27295.67,I1,,4500000108,,0000050077,,,,
100,2000,0100000109,2024,001,40,S,S,,0000400000,38049.87,38049.87,I1,REF100,4500000109,,,,,,
100,2000,0100000109,2024,002,31,K,H,,0000050214,38049.87,38049.87,I1,,4500000109,,0000050214,,,,
100,2000,0100000110,2024,001,40,S,S,,0000400000,13799.32,13799.32,I1,REF100,4500000110,,,,,,
100,2000,0100000110,2024,002,31,K,H,,0000050175,13799.32,13799.32,I1,,4500000110,,0000050175,,,,
100,1000,0100000111,2024,001,40,S,S,,0000400000,41713.91,41713.91,I1,MANT100,4500000111,,,,,,
100,1000,0100000111,2024,002,31,K,H,,0000050222,41713.91,41713.91,I1,,4500000111,,0000050222,,,,
100,1000,0100000112,2024,001,40,S,S,,0000400000,8192.58,8192.58,I1,MIN100,4500000112,,,,,,
100,1000,0100000112,2024,002,31,K,H,,0000050174,8192.58,8192.58,I1,,4500000112,,0000050174,,,,
100,2000,0100000113,2024,001,40,S,S,,0000400000,31083.52,31083.52,I1,REF100,4500000113,,,,,,
100,2000,0100000113,2024,002,31,K,H,,0000050032,31083.52,31083.52,I1,,4500000113,,0000050032,,,,
100,1000,0100000114,2024,001,40,S,S,,0000400000,45692.79,45692.79,I1,PLAN100,4500000114,,,,,,
100,1000,0100000114,2024,002,31,K,H,,0000050204,45692.79,45692.79,I1,,4500000114,,0000050204,,,,
100,1000,0100000115,2024,001,40,S,S,,0000400000,48145.45,48145.45,I1,MIN100,4500000115,,,,,,
100,1000,0100000115,2024,002,31,K,H,,0000050267,48145.45,48145.45,I1,,4500000115,,0000050267,,,,
100,1000,0100000116,2024,001,40,S,S,,0000400000,38320.8,38320.8,I1,MIN200,4500000116,,,,,,
100,1000,0100000116,2024,002,31,K,H,,0000050187,38320.8,38320.8,I1,,4500000116,,0000050187,,,,
100,2000,0100000117,2024,001,40,S,S,,0000400000,41784.74,41784.74,I1,REF100,4500000117,,,,,,
100,2000,0100000117,2024,002,31,K,H,,0000050042,41784.74,41784.74,I1,,4500000117,,0000050042,,,,
100,1000,0100000118,2024,001,40,S,S,,0000400000,15549.0,15549.0,I1,MIN100,4500000118,,,,,,
100,1000,0100000118,2024,002,31,K,H,,0000050190,15549.0,15549.0,I1,,4500000118,,0000050190,,,,
100,2000,0100000119,2024,001,40,S,S,,0000400000,8259.82,8259.82,I1,LOG100,4500000119,,,,,,
100,2000,0100000119,2024,002,31,K,H,,0000050137,8259.82,8259.82,I1,,4500000119,,0000050137,,,,
100,2000,0100000120,2024,001,40,S,S,,0000400000,46921.82,46921.82,I1,LOG100,4500000120,,,,,,
100,2000,0100000120,2024,002,31,K,H,,0000050084,46921.82,46921.82,I1,,4500000120,,0000050084,,,,
100,1000,0100000121,2024,001,40,S,S,,0000400000,16291.57,16291.57,I1,MANT100,4500000121,,,,,,
100,1000,0100000121,2024,002,31,K,H,,0000050187,16291.57,16291.57,I1,,4500000121,,0000050187,,,,
100,2000,0100000122,2024,001,40,S,S,,0000400000,38946.59,38946.59,I1,LAB100,4500000122,,,,,,
100,2000,0100000122,2024,002,31,K,H,,0000050194,38946.59,38946.59,I1,,4500000122,,0000050194,,,,
100,2000,0100000123,2024,001,40,S,S,,0000400000,23394.64,23394.64,I1,LOG100,4500000123,,,,,,
