MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,WAERS,XBLNR
100,2000,100000117,2024,KR,2024-01-08,2024-01-08,USD,4500000033
100,2000,100000118,2024,KR,2024-01-08,2024-01-08,USD,4500000034
100,1000,100000119,2024,KR,2024-01-08,2024-01-08,USD,4500000035
100,3000,100000120,2024,DR,2024-01-08,2024-01-08,USD,1000056
100,3000,100000121,2024,DR,2024-01-08,2024-01-08,USD,1000057
100,3000,100000122,2024,DR,2024-01-08,2024-01-08,USD,1000058
100,3000,100000123,2024,DR,2024-01-08,2024-01-08,USD,1000059
100,3000,100000124,2024,DR,2024-01-08,2024-01-08,USD,1000060
100,3000,100000125,2024,DR,2024-01-08,2024-01-08,USD,1000061
100,3000,100000126,2024,DR,2024-01-08,2024-01-08,USD,1000062
100,3000,100000127,2024,DR,2024-01-08,2024-01-08,USD,1000063
100,3000,100000128,2024,DR,2024-01-08,2024-01-08,USD,1000064
100,1000,100000129,2024,SA,2024-01-08,2024-01-08,USD,800030
100,1000,100000130,2024,SA,2024-01-08,2024-01-08,USD,800031
100,1000,100000131,2024,SA,2024-01-08,2024-01-08,USD,800032
100,2000,100000132,2024,KR,2024-01-09,2024-01-09,USD,4500000036
100,2000,100000133,2024,KR,2024-01-09,2024-01-09,USD,4500000037
100,1000,100000134,2024,KR,2024-01-09,2024-01-09,USD,4500000038
100,3000,100000135,2024,DR,2024-01-09,2024-01-09,USD,1000065
100,3000,100000136,2024,DR,2024-01-09,2024-01-09,USD,1000066
100,3000,100000137,2024,DR,2024-01-09,2024-01-09,USD,1000067
100,3000,100000138,2024,DR,2024-01-09,2024-01-09,USD,1000068
100,3000,100000139,2024,DR,2024-01-09,2024-01-09,USD,1000069
100,3000,100000140,2024,DR,2024-01-09,2024-01-09,USD,1000070
100,3000,100000141,2024,DR,2024-01-09,2024-01-09,USD,1000071
100,3000,100000142,2024,DR,2024-01-09,2024-01-09,USD,1000072
100,1000,100000143,2024,SA,2024-01-09,2024-01-09,USD,800033
100,1000,100000144,2024,SA,2024-01-09,2024-01-09,USD,800034
100,1000,100000145,2024,SA,2024-01-09,2024-01-09,USD,800035
100,1000,100000146,2024,SA,2024-01-09,2024-01-09,USD,800036
100,1000,100000147,2024,SA,2024-01-09,2024-01-09,USD,800037
100,1000,100000148,2024,SA,2024-01-09,2024-01-09,USD,800038
100,2000,100000149,2024,KR,2024-01-10,2024-01-10,USD,4500000039
100,2000,100000150,2024,KR,2024-01-10,2024-01-10,USD,4500000040
100,3000,100000151,2024,DR,2024-01-10,2024-01-10,USD,1000073
100,3000,100000152,2024,DR,2024-01-10,2024-01-10,USD,1000074
100,3000,100000153,2024,DR,2024-01-10,2024-01-10,USD,1000075
100,3000,100000154,2024,DR,2024-01-10,2024-01-10,USD,1000076
100,3000,100000155,2024,DR,2024-01-10,2024-01-10,USD,1000077
100,3000,100000156,2024,DR,2024-01-10,2024-01-10,USD,1000078
100,3000,100000157,2024,DR,2024-01-10,2024-01-10,USD,1000079
100,3000,100000158,2024,DR,2024-01-10,2024-01-10,USD,1000080
100,1000,100000159,2024,SA,2024-01-10,2024-01-10,USD,800039
100,1000,100000160,2024,SA,2024-01-10,2024-01-10,USD,800040
100,1000,100000161,2024,SA,2024-01-10,2024-01-10,USD,800041
100,1000,100000162,2024,SA,2024-01-10,2024-01-10,USD,800042
100,2000,100000163,2024,KR,2024-01-11,2024-01-11,USD,4500000041
100,1000,100000164,2024,KR,2024-01-11,2024-01-11,USD,4500000042
100,3000,100000165,2024,DR,2024-01-11,2024-01-11,USD,1000081
100,3000,100000166,2024,DR,2024-01-11,2024-01-11,USD,1000082
100,3000,100000167,2024,DR,2024-01-11,2024-01-11,USD,1000083
100,3000,100000168,2024,DR,2024-01-11,2024-01-11,USD,1000084
100,3000,100000169,2024,DR,2024-01-11,2024-01-11,USD,1000085
100,3000,100000170,2024,DR,2024-01-11,2024-01-11,USD,1000086
100,1000,100000171,2024,SA,2024-01-11,2024-01-11,USD,800043
100,1000,100000172,2024,SA,2024-01-11,2024-01-11,USD,800044
100,1000,100000173,2024,SA,2024-01-11,2024-01-11,USD,800045
100,1000,100000174,2024,SA,2024-01-11,2024-01-11,USD,800046
100,2000,100000175,2024,KR,2024-01-12,2024-01-12,USD,4500000043
100,2000,100000176,2024,KR,2024-01-12,2024-01-12,USD,4500000044
100,2000,100000177,2024,KR,2024-01-12,2024-01-12,USD,4500000045
100,3000,100000178,2024,DR,2024-01-12,2024-01-12,USD,1000087
100,3000,100000179,2024,DR,2024-01-12,2024-01-12,USD,1000088
100,3000,100000180,2024,DR,2024-01-12,2024-01-12,USD,1000089
100,3000,100000181,2024,DR,2024-01-12,2024-01-12,USD,1000090
100,3000,100000182,2024,DR,2024-01-12,2024-01-12,USD,1000091
100,3000,100000183,2024,DR,2024-01-12,2024-01-12,USD,1000092
100,1000,100000184,2024,SA,2024-01-12,2024-01-12,USD,800047
100,1000,100000185,2024,SA,2024-01-12,2024-01-12,USD,800048
100,1000,100000186,2024,SA,2024-01-12,2024-01-12,USD,800049
100,1000,100000187,2024,SA,2024-01-12,2024-01-12,USD,800050
100,1000,100000188,2024,SA,2024-01-12,2024-01-12,USD,800051
100,1000,100000189,2024,SA,2024-01-12,2024-01-12,USD,800052
100,1000,100000190,2024,KR,2024-01-13,2024-01-13,USD,4500000046
100,2000,100000191,2024,KR,2024-01-13,2024-01-13,USD,4500000047
100,2000,100000192,2024,KR,2024-01-13,2024-01-13,USD,4500000048
100,1000,100000193,2024,KR,2024-01-13,2024-01-13,USD,4500000049
100,1000,100000194,2024,KR,2024-01-13,2024-01-13,USD,4500000050
100,3000,100000195,2024,DR,2024-01-13,2024-01-13,USD,1000093
100,3000,100000196,2024,DR,2024-01-13,2024-01-13,USD,1000094
100,3000,100000197,2024,DR,2024-01-13,2024-01-13,USD,1000095
100,3000,100000198,2024,DR,2024-01-13,2024-01-13,USD,1000096
100,3000,100000199,2024,DR,2024-01-13,2024-01-13,USD,1000097
100,3000,100000200,2024,DR,2024-01-13,2024-01-13,USD,1000098
100,3000,100000201,2024,DR,2024-01-13,2024-01-13,USD,1000099
100,1000,100000202,2024,SA,2024-01-13,2024-01-13,USD,800053
100,1000,100000203,2024,SA,2024-01-13,2024-01-13,USD,800054
100,1000,100000204,2024,SA,2024-01-13,2024-01-13,USD,800055
100,1000,100000205,2024,SA,2024-01-13,2024-01-13,USD,800056
100,1000,100000206,2024,SA,2024-01-13,2024-01-13,USD,800057
100,1000,100000207,2024,SA,2024-01-13,2024-01-13,USD,800058
100,1000,100000208,2024,SA,2024-01-13,2024-01-13,USD,800059
100,2000,100000209,2024,KR,2024-01-14,2024-01-14,USD,4500000051
100,2000,100000210,2024,KR,2024-01-14,2024-01-14,USD,4500000052
100,2000,100000211,2024,KR,2024-01-14,2024-01-14,USD,4500000053
100,2000,100000212,2024,KR,2024-01-14,2024-01-14,USD,4500000054
100,1000,100000213,2024,KR,2024-01-14,2024-01-14,USD,4500000055
100,2000,100000214,2024,KR,2024-01-14,2024-01-14,USD,4500000056
100,3000,100000215,2024,DR,2024-01-14,2024-01-14,USD,1000100
100,3000,100000216,2024,DR,2024-01-14,2024-01-14,USD,1000101
100,3000,100000217,2024,DR,2024-01-14,2024-01-14,USD,1000102
100,3000,100000218,2024,DR,2024-01-14,2024-01-14,USD,1000103
100,3000,100000219,2024,DR,2024-01-14,2024-01-14,USD,1000104
100,3000,100000220,2024,DR,2024-01-14,2024-01-14,USD,1000105
100,1000,100000221,2024,SA,2024-01-14,2024-01-14,USD,800060
100,1000,100000222,2024,SA,2024-01-14,2024-01-14,USD,800061
100,1000,100000223,2024,SA,2024-01-14,2024-01-14,USD,800062
100,1000,100000224,2024,KR,2024-01-15,2024-01-15,USD,4500000057
100,1000,100000225,2024,KR,2024-01-15,2024-01-15,USD,4500000058
100,1000,100000226,2024,KR,2024-01-15,2024-01-15,USD,4500000059
100,3000,100000227,2024,DR,2024-01-15,2024-01-15,USD,1000106
100,3000,100000228,2024,DR,2024-01-15,2024-01-15,USD,1000107
100,3000,100000229,2024,DR,2024-01-15,2024-01-15,USD,1000108
100,3000,100000230,2024,DR,2024-01-15,2024-01-15,USD,1000109
100,3000,100000231,2024,DR,2024-01-15,2024-01-15,USD,1000110
100,3000,100000232,2024,DR,2024-01-15,2024-01-15,USD,1000111
100,3000,100000233,2024,DR,2024-01-15,2024-01-15,USD,1000112
100,1000,100000234,2024,SA,2024-01-15,2024-01-15,USD,800063
100,1000,100000235,2024,SA,2024-01-15,2024-01-15,USD,800064
100,1000,100000236,2024,SA,2024-01-15,2024-01-15,USD,800065
100,2000,100000237,2024,KR,2024-01-16,2024-01-16,USD,4500000060
100,1000,100000238,2024,KR,2024-01-16,2024-01-16,USD,4500000061
100,1000,100000239,2024,KR,2024-01-16,2024-01-16,USD,4500000062
100,2000,100000240,2024,KR,2024-01-16,2024-01-16,USD,4500000063
100,3000,100000241,2024,DR,2024-01-16,2024-01-16,USD,1000113
100,3000,100000242,2024,DR,2024-01-16,2024-01-16,USD,1000114
100,3000,100000243,2024,DR,2024-01-16,2024-01-16,USD,1000115
100,3000,100000244,2024,DR,2024-01-16,2024-01-16,USD,1000116
100,3000,100000245,2024,DR,2024-01-16,2024-01-16,USD,1000117
100,1000,100000246,2024,SA,2024-01-16,2024-01-16,USD,800066
100,1000,100000247,2024,SA,2024-01-16,2024-01-16,USD,800067
100,1000,100000248,2024,SA,2024-01-16,2024-01-16,USD,800068
100,1000,100000249,2024,SA,2024-01-16,2024-01-16,USD,800069
100,1000,100000250,2024,SA,2024-01-16,2024-01-16,USD,800070
100,1000,100000251,2024,SA,2024-01-16,2024-01-16,USD,800071
100,2000,100000252,2024,KR,2024-01-17,2024-01-17,USD,4500000064
100,1000,100000253,2024,KR,2024-01-17,2024-01-17,USD,4500000065
100,1000,100000254,2024,KR,2024-01-17,2024-01-17,USD,4500000066
100,1000,100000255,2024,KR,2024-01-17,2024-01-17,USD,4500000067
100,1000,100000256,2024,KR,2024-01-17,2024-01-17,USD,4500000068
100,3000,100000257,2024,DR,2024-01-17,2024-01-17,USD,1000118
100,3000,100000258,2024,DR,2024-01-17,2024-01-17,USD,1000119
100,3000,100000259,2024,DR,2024-01-17,2024-01-17,USD,1000120
100,3000,100000260,2024,DR,2024-01-17,2024-01-17,USD,1000121
100,3000,100000261,2024,DR,2024-01-17,2024-01-17,USD,1000122
100,3000,100000262,2024,DR,2024-01-17,2024-01-17,USD,1000123
100,3000,100000263,2024,DR,2024-01-17,2024-01-17,USD,1000124
100,3000,100000264,2024,DR,2024-01-17,2024-01-17,USD,1000125
100,3000,100000265,2024,DR,2024-01-17,2024-01-17,USD,1000126
100,3000,100000266,2024,DR,2024-01-17,2024-01-17,USD,1000127
100,1000,100000267,2024,SA,2024-01-17,2024-01-17,USD,800072
100,1000,100000268,2024,SA,2024-01-17,2024-01-17,USD,800073
100,1000,100000269,2024,SA,2024-01-17,2024-01-17,USD,800074
100,1000,100000270,2024,KR,2024-01-18,2024-01-18,USD,4500000069
100,2000,100000271,2024,KR,2024-01-18,2024-01-18,USD,4500000070
100,1000,100000272,2024,KR,2024-01-18,2024-01-18,USD,4500000071
100,2000,100000273,2024,KR,2024-01-18,2024-01-18,USD,4500000072
100,2000,100000274,2024,KR,2024-01-18,2024-01-18,USD,4500000073
100,3000,100000275,2024,DR,2024-01-18,2024-01-18,USD,1000128
100,3000,100000276,2024,DR,2024-01-18,2024-01-18,USD,1000129
100,3000,100000277,2024,DR,2024-01-18,2024-01-18,USD,1000130
100,3000,100000278,2024,DR,2024-01-18,2024-01-18,USD,1000131
100,3000,100000279,2024,DR,2024-01-18,2024-01-18,USD,1000132
100,3000,100000280,2024,DR,2024-01-18,2024-01-18,USD,1000133
100,3000,100000281,2024,DR,2024-01-18,2024-01-18,USD,1000134
100,3000,100000282,2024,DR,2024-01-18,2024-01-18,USD,1000135
100,1000,100000283,2024,SA,2024-01-18,2024-01-18,USD,800075
100,1000,100000284,2024,SA,2024-01-18,2024-01-18,USD,800076
100,1000,100000285,2024,SA,2024-01-18,2024-01-18,USD,800077
100,1000,100000286,2024,SA,2024-01-18,2024-01-18,USD,800078
100,1000,100000287,2024,SA,2024-01-18,2024-01-18,USD,800079
100,1000,100000288,2024,SA,2024-01-18,2024-01-18,USD,800080
100,2000,100000289,2024,KR,2024-01-19,2024-01-19,USD,4500000074
100,1000,100000290,2024,KR,2024-01-19,2024-01-19,USD,4500000075
100,1000,100000291,2024,KR,2024-01-19,2024-01-19,USD,4500000076
100,3000,100000292,2024,DR,2024-01-19,2024-01-19,USD,1000136
100,3000,100000293,2024,DR,2024-01-19,2024-01-19,USD,1000137
100,3000,100000294,2024,DR,2024-01-19,2024-01-19,USD,1000138
100,3000,100000295,2024,DR,2024-01-19,2024-01-19,USD,1000139
100,3000,100000296,2024,DR,2024-01-19,2024-01-19,USD,1000140
100,3000,100000297,2024,DR,2024-01-19,2024-01-19,USD,1000141
100,3000,100000298,2024,DR,2024-01-19,2024-01-19,USD,1000142
100,3000,100000299,2024,DR,2024-01-19,2024-01-19,USD,1000143
100,1000,100000300,2024,SA,2024-01-19,2024-01-19,USD,800081
100,1000,100000301,2024,SA,2024-01-19,2024-01-19,USD,800082
100,1000,100000302,2024,SA,2024-01-19,2024-01-19,USD,800083
100,2000,100000303,2024,KR,2024-01-20,2024-01-20,USD,4500000077
100,2000,100000304,2024,KR,2024-01-20,2024-01-20,USD,4500000078
100,1000,100000305,2024,KR,2024-01-20,2024-01-20,USD,4500000079
100,2000,100000306,2024,KR,2024-01-20,2024-01-20,USD,4500000080
100,3000,100000307,2024,DR,2024-01-20,2024-01-20,USD,1000144
100,3000,100000308,2024,DR,2024-01-20,2024-01-20,USD,1000145
100,3000,100000309,2024,DR,2024-01-20,2024-01-20,USD,1000146
100,3000,100000310,2024,DR,2024-01-20,2024-01-20,USD,1000147
100,3000,100000311,2024,DR,2024-01-20,2024-01-20,USD,1000148
100,3000,100000312,2024,DR,2024-01-20,2024-01-20,USD,1000149
100,3000,100000313,2024,DR,2024-01-20,2024-01-20,USD,1000150
100,1000,100000314,2024,SA,2024-01-20,2024-01-20,USD,800084
100,1000,100000315,2024,SA,2024-01-20,2024-01-20,USD,800085
100,1000,100000316,2024,SA,2024-01-20,2024-01-20,USD,800086
100,1000,100000317,2024,SA,2024-01-20,2024-01-20,USD,800087
100,1000,100000318,2024,SA,2024-01-20,2024-01-20,USD,800088
100,1000,100000319,2024,SA,2024-01-20,2024-01-20,USD,800089
100,1000,100000320,2024,SA,2024-01-20,2024-01-20,USD,800090
100,2000,100000321,2024,KR,2024-01-21,2024-01-21,USD,4500000081
100,1000,100000322,2024,KR,2024-01-21,2024-01-21,USD,4500000082
100,1000,100000323,2024,KR,2024-01-21,2024-01-21,USD,4500000083
100,3000,100000324,2024,DR,2024-01-21,2024-01-21,USD,1000151
100,3000,100000325,2024,DR,2024-01-21,2024-01-21,USD,1000152
100,3000,100000326,2024,DR,2024-01-21,2024-01-21,USD,1000153
100,3000,100000327,2024,DR,2024-01-21,2024-01-21,USD,1000154
100,3000,100000328,2024,DR,2024-01-21,2024-01-21,USD,1000155
100,3000,100000329,2024,DR,2024-01-21,2024-01-21,USD,1000156
100,3000,100000330,2024,DR,2024-01-21,2024-01-21,USD,1000157
100,3000,100000331,2024,DR,2024-01-21,2024-01-21,USD,1000158
100,3000,100000332,2024,DR,2024-01-21,2024-01-21,USD,1000159
100,1000,100000333,2024,SA,2024-01-21,2024-01-21,USD,800091
100,1000,100000334,2024,SA,2024-01-21,2024-01-21,USD,800092
100,1000,100000335,2024,SA,2024-01-21,2024-01-21,USD,800093
100,1000,100000336,2024,SA,2024-01-21,2024-01-21,USD,800094
100,1000,100000337,2024,SA,2024-01-21,2024-01-21,USD,800095
100,1000,100000338,2024,SA,2024-01-21,2024-01-21,USD,800096
100,1000,100000339,2024,KR,2024-01-22,2024-01-22,USD,4500000084
100,1000,100000340,2024,KR,2024-01-22,2024-01-22,USD,4500000085
100,1000,100000341,2024,KR,2024-01-22,2024-01-22,USD,4500000086
100,3000,100000342,2024,DR,2024-01-22,2024-01-22,USD,1000160
100,3000,100000343,2024,DR,2024-01-22,2024-01-22,USD,1000161
100,3000,100000344,2024,DR,2024-01-22,2024-01-22,USD,1000162
100,3000,100000345,2024,DR,2024-01-22,2024-01-22,USD,1000163
100,3000,100000346,2024,DR,2024-01-22,2024-01-22,USD,1000164
100,3000,100000347,2024,DR,2024-01-22,2024-01-22,USD,1000165
100,3000,100000348,2024,DR,2024-01-22,2024-01-22,USD,1000166
100,3000,100000349,2024,DR,2024-01-22,2024-01-22,USD,1000167
100,1000,100000350,2024,SA,2024-01-22,2024-01-22,USD,800097
100,1000,100000351,2024,SA,2024-01-22,2024-01-22,USD,800098
100,1000,100000352,2024,SA,2024-01-22,2024-01-22,USD,800099
100,1000,100000353,2024,SA,2024-01-22,2024-01-22,USD,800100
100,1000,100000354,2024,SA,2024-01-22,2024-01-22,USD,800101
100,2000,100000355,2024,KR,2024-01-23,2024-01-23,USD,4500000087
100,2000,100000356,2024,KR,2024-01-23,2024-01-23,USD,4500000088
100,3000,100000357,2024,DR,2024-01-23,2024-01-23,USD,1000168
100,3000,100000358,2024,DR,2024-01-23,2024-01-23,USD,1000169
100,3000,100000359,2024,DR,2024-01-23,2024-01-23,USD,1000170
100,3000,100000360,2024,DR,2024-01-23,2024-01-23,USD,1000171
100,3000,100000361,2024,DR,2024-01-23,2024-01-23,USD,1000172
100,3000,100000362,2024,DR,2024-01-23,2024-01-23,USD,1000173
100,3000,100000363,2024,DR,2024-01-23,2024-01-23,USD,1000174
100,1000,100000364,2024,SA,2024-01-23,2024-01-23,USD,800102
100,1000,100000365,2024,SA,2024-01-23,2024-01-23,USD,800103
100,1000,100000366,2024,SA,2024-01-23,2024-01-23,USD,800104
100,1000,100000367,2024,SA,2024-01-23,2024-01-23,USD,800105
100,2000,100000368,2024,KR,2024-01-24,2024-01-24,USD,4500000089
100,2000,100000369,2024,KR,2024-01-24,2024-01-24,USD,4500000090
100,1000,100000370,2024,KR,2024-01-24,2024-01-24,USD,4500000091
100,1000,100000371,2024,KR,2024-01-24,2024-01-24,USD,4500000092
100,2000,100000372,2024,KR,2024-01-24,2024-01-24,USD,4500000093
100,3000,100000373,2024,DR,2024-01-24,2024-01-24,USD,1000175
100,3000,100000374,2024,DR,2024-01-24,2024-01-24,USD,1000176
100,3000,100000375,2024,DR,2024-01-24,2024-01-24,USD,1000177
100,3000,100000376,2024,DR,2024-01-24,2024-01-24,USD,1000178
100,3000,100000377,2024,DR,2024-01-24,2024-01-24,USD,1000179
100,1000,100000378,2024,SA,2024-01-24,2024-01-24,USD,800106
100,1000,100000379,2024,SA,2024-01-24,2024-01-24,USD,800107
100,1000,100000380,2024,SA,2024-01-24,2024-01-24,USD,800108
100,1000,100000381,2024,SA,2024-01-24,2024-01-24,USD,800109
100,1000,100000382,2024,SA,2024-01-24,2024-01-24,USD,800110
100,1000,100000383,2024,SA,2024-01-24,2024-01-24,USD,800111
100,2000,100000384,2024,KR,2024-01-25,2024-01-25,USD,4500000094
100,1000,100000385,2024,KR,2024-01-25,2024-01-25,USD,4500000095
100,2000,100000386,2024,KR,2024-01-25,2024-01-25,USD,4500000096
