MANDT,VBELN,POSNR,PSTYV,ERDAT,ERNAM,MATNR,ARKTX,MATKL,WERKS,LGORT,CHARG,LFIMG,MEINS,VRKME,NTGEW,BRGEW,GEWEI,VOLUM,VOLEH,VGBEL,VGPOS
100,0080000022,000020,TAN,20240122,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,270,TON,TON,270000,275400.0,KG,13.933,M3,0001000022,000020
100,0080000023,000010,TAN,20240123,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,183,TON,TON,183000,186660.0,KG,6.905,M3,0001000023,000010
100,0080000023,000020,TAN,20240123,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,105,TON,TON,105000,107100.0,KG,12.894,M3,0001000023,000020
100,0080000023,000030,TAN,20240123,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,198,TON,TON,198000,201960.0,KG,2.838,M3,0001000023,000030
100,0080000024,000010,TAN,20240124,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,156,TON,TON,156000,159120.0,KG,13.874,M3,0001000024,000010
100,0080000024,000020,TAN,20240124,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,189,TON,TON,189000,192780.0,KG,11.626,M3,0001000024,000020
100,0080000024,000030,TAN,20240124,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,150,TON,TON,150000,153000.0,KG,6.603,M3,0001000024,000030
100,0080000025,000010,TAN,20240125,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,288,TON,TON,288000,293760.0,KG,8.999,M3,0001000025,000010
100,0080000025,000020,TAN,20240125,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,234,TON,TON,234000,238680.0,KG,14.768,M3,0001000025,000020
100,0080000026,000010,TAN,20240126,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,108,TON,TON,108000,110160.0,KG,16.564,M3,0001000026,000010
100,0080000027,000010,TAN,20240127,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,45,TON,TON,45000,45900.0,KG,9.864,M3,0001000027,000010
100,0080000027,000020,TAN,20240127,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,63,TON,TON,63000,64260.0,KG,5.05,M3,0001000027,000020
100,0080000028,000010,TAN,20240128,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,46,TON,TON,46000,46920.0,KG,1.399,M3,0001000028,000010
100,0080000028,000020,TAN,20240128,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,21,TON,TON,21000,21420.0,KG,13.872,M3,0001000028,000020
100,0080000028,000030,TAN,20240128,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,34,TON,TON,34000,34680.0,KG,8.2,M3,0001000028,000030
100,0080000029,000010,TAN,20240129,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,150,TON,TON,150000,153000.0,KG,17.234,M3,0001000029,000010
100,0080000029,000020,TAN,20240129,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,261,TON,TON,261000,266220.0,KG,6.589,M3,0001000029,000020
100,0080000030,000010,TAN,20240130,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,108,TON,TON,108000,110160.0,KG,4.937,M3,0001000030,000010
100,0080000030,000020,TAN,20240130,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,138,TON,TON,138000,140760.0,KG,18.003,M3,0001000030,000020
100,0080000030,000030,TAN,20240130,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,84,TON,TON,84000,85680.0,KG,9.59,M3,0001000030,000030
100,0080000031,000010,TAN,20240131,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,279,TON,TON,279000,284580.0,KG,6.047,M3,0001000031,000010
100,0080000031,000020,TAN,20240131,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,270,TON,TON,270000,275400.0,KG,2.442,M3,0001000031,000020
100,0080000032,000010,TAN,20240201,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,90,TON,TON,90000,91800.0,KG,9.968,M3,0001000032,000010
100,0080000032,000020,TAN,20240201,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,105,TON,TON,105000,107100.0,KG,10.74,M3,0001000032,000020
100,0080000032,000030,TAN,20240201,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,135,TON,TON,135000,137700.0,KG,15.462,M3,0001000032,000030
100,0080000033,000010,TAN,20240202,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,80,TON,TON,80000,81600.0,KG,10.496,M3,0001000033,000010
100,0080000034,000010,TAN,20240203,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,74,TON,TON,74000,75480.0,KG,2.21,M3,0001000034,000010
100,0080000035,000010,TAN,20240204,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,231,TON,TON,231000,235620.0,KG,17.334,M3,0001000035,000010
100,0080000035,000020,TAN,20240204,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,123,TON,TON,123000,125460.0,KG,8.806,M3,0001000035,000020
100,0080000036,000010,TAN,20240205,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,81,TON,TON,81000,82620.0,KG,6.47,M3,0001000036,000010
100,0080000036,000020,TAN,20240205,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,36,TON,TON,36000,36720.0,KG,17.739,M3,0001000036,000020
100,0080000036,000030,TAN,20240205,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,80,TON,TON,80000,81600.0,KG,9.67,M3,0001000036,000030
100,0080000037,000010,TAN,20240206,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,42,TON,TON,42000,42840.0,KG,19.911,M3,0001000037,000010
100,0080000037,000020,TAN,20240206,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,75,TON,TON,75000,76500.0,KG,2.454,M3,0001000037,000020
100,0080000038,000010,TAN,20240207,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,123,TON,TON,123000,125460.0,KG,11.42,M3,0001000038,000010
100,0080000038,000020,TAN,20240207,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,237,TON,TON,237000,241740.0,KG,5.604,M3,0001000038,000020
100,0080000039,000010,TAN,20240208,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,66,TON,TON,66000,67320.0,KG,16.894,M3,0001000039,000010
100,0080000040,000010,TAN,20240209,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,207,TON,TON,207000,211140.0,KG,16.497,M3,0001000040,000010
100,0080000040,000020,TAN,20240209,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,288,TON,TON,288000,293760.0,KG,7.131,M3,0001000040,000020
100,0080000040,000030,TAN,20240209,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,153,TON,TON,153000,156060.0,KG,12.909,M3,0001000040,000030
100,0080000041,000010,TAN,20240210,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,105,TON,TON,105000,107100.0,KG,14.538,M3,0001000041,000010
100,0080000041,000020,TAN,20240210,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,183,TON,TON,183000,186660.0,KG,16.034,M3,0001000041,000020
100,0080000042,000010,TAN,20240211,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,300,TON,TON,300000,306000.0,KG,2.508,M3,0001000042,000010
100,0080000042,000020,TAN,20240211,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,186,TON,TON,186000,189720.0,KG,3.614,M3,0001000042,000020
100,0080000042,000030,TAN,20240211,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,243,TON,TON,243000,247860.0,KG,10.476,M3,0001000042,000030
100,0080000043,000010,TAN,20240212,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,150,TON,TON,150000,153000.0,KG,2.33,M3,0001000043,000010
100,0080000043,000020,TAN,20240212,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,186,TON,TON,186000,189720.0,KG,4.657,M3,0001000043,000020
100,0080000043,000030,TAN,20240212,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,258,TON,TON,258000,263160.0,KG,13.053,M3,0001000043,000030
100,0080000044,000010,TAN,20240213,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,95,TON,TON,95000,96900.0,KG,2.52,M3,0001000044,000010
100,0080000045,000010,TAN,20240214,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,222,TON,TON,222000,226440.0,KG,14.582,M3,0001000045,000010
100,0080000045,000020,TAN,20240214,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,117,TON,TON,117000,119340.0,KG,4.719,M3,0001000045,000020
100,0080000046,000010,TAN,20240215,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,246,TON,TON,246000,250920.0,KG,18.508,M3,0001000046,000010
100,0080000046,000020,TAN,20240215,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,201,TON,TON,201000,205020.0,KG,7.867,M3,0001000046,000020
100,0080000046,000030,TAN,20240215,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,87,TON,TON,87000,88740.0,KG,14.425,M3,0001000046,000030
100,0080000047,000010,TAN,20240216,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,97,TON,TON,97000,98940.0,KG,10.512,M3,0001000047,000010
100,0080000048,000010,TAN,20240217,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,72,TON,TON,72000,73440.0,KG,10.55,M3,0001000048,000010
100,0080000048,000020,TAN,20240217,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,33,TON,TON,33000,33660.0,KG,3.095,M3,0001000048,000020
100,0080000048,000030,TAN,20240217,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,54,TON,TON,54000,55080.0,KG,11.775,M3,0001000048,000030
100,0080000049,000010,TAN,20240218,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,132,TON,TON,132000,134640.0,KG,16.044,M3,0001000049,000010
100,0080000049,000020,TAN,20240218,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,300,TON,TON,300000,306000.0,KG,8.138,M3,0001000049,000020
100,0080000049,000030,TAN,20240218,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,90,TON,TON,90000,91800.0,KG,10.881,M3,0001000049,000030
100,0080000050,000010,TAN,20240219,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,74,TON,TON,74000,75480.0,KG,9.586,M3,0001000050,000010
100,0080000050,000020,TAN,20240219,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,60,TON,TON,60000,61200.0,KG,14.038,M3,0001000050,000020
100,0080000051,000010,TAN,20240220,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,183,TON,TON,183000,186660.0,KG,14.527,M3,0001000051,000010
100,0080000052,000010,TAN,20240221,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,36,TON,TON,36000,36720.0,KG,13.644,M3,0001000052,000010
100,0080000052,000020,TAN,20240221,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,90,TON,TON,90000,91800.0,KG,18.532,M3,0001000052,000020
100,0080000052,000030,TAN,20240221,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,77,TON,TON,77000,78540.0,KG,13.037,M3,0001000052,000030
100,0080000053,000010,TAN,20240222,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,279,TON,TON,279000,284580.0,KG,19.127,M3,0001000053,000010
100,0080000053,000020,TAN,20240222,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,189,TON,TON,189000,192780.0,KG,11.961,M3,0001000053,000020
100,0080000054,000010,TAN,20240223,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,207,TON,TON,207000,211140.0,KG,6.196,M3,0001000054,000010
100,0080000054,000020,TAN,20240223,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,108,TON,TON,108000,110160.0,KG,17.106,M3,0001000054,000020
100,0080000054,000030,TAN,20240223,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,144,TON,TON,144000,146880.0,KG,11.905,M3,0001000054,000030
100,0080000055,000010,TAN,20240224,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,27,TON,TON,27000,27540.0,KG,6.365,M3,0001000055,000010
100,0080000055,000020,TAN,20240224,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,46,TON,TON,46000,46920.0,KG,18.538,M3,0001000055,000020
100,0080000056,000010,TAN,20240225,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,61,TON,TON,61000,62220.0,KG,2.937,M3,0001000056,000010
100,0080000057,000010,TAN,20240226,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,81,TON,TON,81000,82620.0,KG,6.229,M3,0001000057,000010
100,0080000057,000020,TAN,20240226,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,78,TON,TON,78000,79560.0,KG,13.411,M3,0001000057,000020
100,0080000057,000030,TAN,20240226,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,285,TON,TON,285000,290700.0,KG,7.979,M3,0001000057,000030
100,0080000058,000010,TAN,20240227,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,144,TON,TON,144000,146880.0,KG,16.532,M3,0001000058,000010
100,0080000058,000020,TAN,20240227,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,243,TON,TON,243000,247860.0,KG,15.886,M3,0001000058,000020
100,0080000059,000010,TAN,20240228,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,105,TON,TON,105000,107100.0,KG,18.978,M3,0001000059,000010
100,0080000059,000020,TAN,20240228,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,129,TON,TON,129000,131580.0,KG,10.869,M3,0001000059,000020
100,0080000059,000030,TAN,20240228,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,60,TON,TON,60000,61200.0,KG,15.873,M3,0001000059,000030
100,0080000060,000010,TAN,20240229,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,180,TON,TON,180000,183600.0,KG,18.95,M3,0001000060,000010
100,0080000060,000020,TAN,20240229,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,264,TON,TON,264000,269280.0,KG,13.854,M3,0001000060,000020
100,0080000060,000030,TAN,20240229,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,75,TON,TON,75000,76500.0,KG,18.864,M3,0001000060,000030
100,0080000061,000010,TAN,20240301,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,132,TON,TON,132000,134640.0,KG,19.61,M3,0001000061,000010
100,0080000061,000020,TAN,20240301,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,291,TON,TON,291000,296820.0,KG,5.222,M3,0001000061,000020
100,0080000061,000030,TAN,20240301,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,225,TON,TON,225000,229500.0,KG,19.084,M3,0001000061,000030
100,0080000062,000010,TAN,20240302,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,246,TON,TON,246000,250920.0,KG,3.711,M3,0001000062,000010
100,0080000062,000020,TAN,20240302,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,168,TON,TON,168000,171360.0,KG,11.784,M3,0001000062,000020
100,0080000063,000010,TAN,20240303,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,153,TON,TON,153000,156060.0,KG,19.281,M3,0001000063,000010
100,0080000063,000020,TAN,20240303,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,129,TON,TON,129000,131580.0,KG,9.056,M3,0001000063,000020
100,0080000063,000030,TAN,20240303,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,252,TON,TON,252000,257040.0,KG,10.665,M3,0001000063,000030
100,0080000064,000010,TAN,20240304,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,105,TON,TON,105000,107100.0,KG,8.092,M3,0001000064,000010
100,0080000064,000020,TAN,20240304,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,60,TON,TON,60000,61200.0,KG,3.151,M3,0001000064,000020
100,0080000064,000030,TAN,20240304,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,192,TON,TON,192000,195840.0,KG,18.367,M3,0001000064,000030
100,0080000065,000010,TAN,20240305,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,58,TON,TON,58000,59160.0,KG,7.645,M3,0001000065,000010
100,0080000066,000010,TAN,20240306,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,246,TON,TON,246000,250920.0,KG,4.075,M3,0001000066,000010
100,0080000067,000010,TAN,20240307,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,102,TON,TON,102000,104040.0,KG,3.497,M3,0001000067,000010
100,0080000067,000020,TAN,20240307,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,210,TON,TON,210000,214200.0,KG,19.196,M3,0001000067,000020
100,0080000068,000010,TAN,20240308,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,150,TON,TON,150000,153000.0,KG,12.949,M3,0001000068,000010
100,0080000068,000020,TAN,20240308,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,288,TON,TON,288000,293760.0,KG,3.826,M3,0001000068,000020
100,0080000068,000030,TAN,20240308,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,171,TON,TON,171000,174420.0,KG,3.289,M3,0001000068,000030
100,0080000069,000010,TAN,20240309,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,66,TON,TON,66000,67320.0,KG,18.007,M3,0001000069,000010
100,0080000070,000010,TAN,20240310,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,141,TON,TON,141000,143820.0,KG,3.287,M3,0001000070,000010
100,0080000070,000020,TAN,20240310,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,96,TON,TON,96000,97920.0,KG,12.145,M3,0001000070,000020
100,0080000070,000030,TAN,20240310,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,198,TON,TON,198000,201960.0,KG,18.331,M3,0001000070,000030
100,0080000071,000010,TAN,20240311,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,267,TON,TON,267000,272340.0,KG,18.695,M3,0001000071,000010
100,0080000072,000010,TAN,20240312,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,171,TON,TON,171000,174420.0,KG,14.447,M3,0001000072,000010
