MANDT,MBLNR,MJAHR,ZEILE,BWART,MATNR,WERKS,LGORT,CHARG,LIFNR,MENGE,MEINS,EBELN,EBELP,DMBTR,WAERS,BUKRS,SHKZG,BLDAT,BUDAT,CPUDT,BKTXT,XAUTO
100,5000000110,2024,0001,101,30047,1000,0001,,0000050290,44,L,4500000045,00010,3075.16,USD,1000,S,20240216,20240216,20240216,,
100,5000000111,2024,0001,101,30022,1000,0001,,0000050290,15,L,4500000045,00020,4802.1,USD,1000,S,20240215,20240215,20240215,,
100,5000000112,2024,0001,101,30037,1000,0001,,0000050290,4,L,4500000045,00030,1133.36,USD,1000,S,20240220,20240220,20240220,,
100,5000000113,2024,0001,101,10299,1000,0001,,0000050290,38,UN,4500000045,00040,7033.04,USD,1000,S,20240220,20240220,20240220,,
100,5000000114,2024,0001,101,10120,1000,0001,,0000050244,7,UN,4500000046,00010,5570.88,USD,1000,S,20240217,20240217,20240217,,
100,5000000115,2024,0001,101,10290,1000,0001,,0000050244,20,UN,4500000046,00020,12450.2,USD,1000,S,20240221,20240221,20240221,,
100,5000000116,2024,0001,101,10079,1000,0001,,0000050244,18,UN,4500000046,00030,7738.74,USD,1000,S,20240221,20240221,20240221,,
100,5000000117,2024,0001,101,30020,1000,0001,,0000050244,10,L,4500000046,00040,7468.2,USD,1000,S,20240217,20240217,20240217,,
100,5000000118,2024,0001,101,80018,2000,0001,,0000050168,10,AU,4500000047,00010,6993.2,USD,2000,S,20240222,20240222,20240222,,
100,5000000119,2024,0001,101,10198,2000,0001,,0000050168,36,UN,4500000047,00020,14037.48,USD,2000,S,20240217,20240217,20240217,,
100,5000000120,2024,0001,101,30041,2000,0001,,0000050295,31,L,4500000048,00010,22879.86,USD,2000,S,20240221,20240221,20240221,,
100,5000000121,2024,0001,101,10244,2000,0001,,0000050186,15,UN,4500000049,00010,10028.55,USD,2000,S,20240222,20240222,20240222,,
100,5000000122,2024,0001,101,30007,2000,0001,,0000050069,38,L,4500000050,00010,17782.86,USD,2000,S,20240221,20240221,20240221,,
100,5000000123,2024,0001,101,10189,2000,0001,,0000050069,49,UN,4500000050,00020,12114.27,USD,2000,S,20240222,20240222,20240222,,
100,5000000124,2024,0001,101,10205,2000,0001,,0000050069,14,UN,4500000050,00030,9305.94,USD,2000,S,20240224,20240224,20240224,,
100,5000000125,2024,0001,101,30005,2000,0001,,0000050069,39,L,4500000050,00040,15050.1,USD,2000,S,20240220,20240220,20240220,,
100,5000000126,2024,0001,101,10004,2000,0001,,0000050248,46,UN,4500000051,00010,12585.6,USD,2000,S,20240226,20240226,20240226,,
100,5000000127,2024,0001,101,10001,2000,0001,,0000050248,31,UN,4500000051,00020,21267.55,USD,2000,S,20240221,20240221,20240221,,
100,5000000128,2024,0001,101,10168,1000,0001,,0000050185,2,UN,4500000052,00010,1031.7,USD,1000,S,20240223,20240223,20240223,,
100,5000000129,2024,0001,101,10042,1000,0001,,0000050056,21,UN,4500000053,00010,7730.1,USD,1000,S,20240226,20240226,20240226,,
100,5000000130,2024,0001,101,10071,2000,0001,,0000050129,6,UN,4500000054,00010,4149.36,USD,2000,S,20240224,20240224,20240224,,
100,5000000131,2024,0001,101,80040,1000,0001,,0000050098,25,AU,4500000055,00010,16854.0,USD,1000,S,20240229,20240229,20240229,,
100,5000000132,2024,0001,101,10026,1000,0001,,0000050098,49,UN,4500000055,00020,27454.7,USD,1000,S,20240301,20240301,20240301,,
100,5000000133,2024,0001,101,10287,1000,0001,,0000050098,26,UN,4500000055,00030,10622.3,USD,1000,S,20240226,20240226,20240226,,
100,5000000134,2024,0001,101,80046,2000,0001,,0000050134,30,AU,4500000056,00010,22845.6,USD,2000,S,20240227,20240227,20240227,,
100,5000000135,2024,0001,101,80021,2000,0001,,0000050134,27,AU,4500000056,00020,18685.62,USD,2000,S,20240228,20240228,20240228,,
100,5000000136,2024,0001,101,10162,2000,0001,,0000050134,47,UN,4500000056,00030,17119.28,USD,2000,S,20240301,20240301,20240301,,
100,5000000137,2024,0001,101,10070,2000,0001,,0000050134,9,UN,4500000056,00040,7117.83,USD,2000,S,20240303,20240303,20240303,,
100,5000000138,2024,0001,101,10269,1000,0001,,0000050210,47,UN,4500000057,00010,37037.88,USD,1000,S,20240304,20240304,20240304,,
100,5000000139,2024,0001,101,10097,1000,0001,,0000050114,27,UN,4500000058,00010,6651.45,USD,1000,S,20240228,20240228,20240228,,
100,5000000140,2024,0001,101,30003,1000,0001,,0000050114,41,L,4500000058,00020,15468.07,USD,1000,S,20240229,20240229,20240229,,
100,5000000141,2024,0001,101,10140,1000,0001,,0000050211,1,UN,4500000059,00010,677.45,USD,1000,S,20240301,20240301,20240301,,
100,5000000142,2024,0001,101,10115,1000,0001,,0000050211,37,UN,4500000059,00020,20343.34,USD,1000,S,20240305,20240305,20240305,,
100,5000000143,2024,0001,101,10292,1000,0001,,0000050211,47,UN,4500000059,00030,10391.23,USD,1000,S,20240301,20240301,20240301,,
100,5000000144,2024,0001,101,10175,1000,0001,,0000050211,9,UN,4500000059,00040,5771.7,USD,1000,S,20240304,20240304,20240304,,
100,5000000145,2024,0001,101,10236,1000,0001,,0000050089,38,UN,4500000060,00010,9311.14,USD,1000,S,20240307,20240307,20240307,,
100,5000000146,2024,0001,101,80019,1000,0001,,0000050089,37,AU,4500000060,00020,10754.42,USD,1000,S,20240307,20240307,20240307,,
100,5000000147,2024,0001,101,30039,2000,0001,,0000050131,16,L,4500000061,00010,10417.28,USD,2000,S,20240307,20240307,20240307,,
100,5000000148,2024,0001,101,80022,2000,0001,,0000050131,28,AU,4500000061,00020,17501.68,USD,2000,S,20240307,20240307,20240307,,
100,5000000149,2024,0001,101,10277,2000,0001,,0000050131,28,UN,4500000061,00030,12053.16,USD,2000,S,20240308,20240308,20240308,,
100,5000000150,2024,0001,101,10000,1000,0001,,0000050113,39,UN,4500000062,00010,27174.42,USD,1000,S,20240303,20240303,20240303,,
100,5000000151,2024,0001,101,10002,1000,0001,,0000050113,36,UN,4500000062,00020,18349.56,USD,1000,S,20240303,20240303,20240303,,
100,5000000152,2024,0001,101,10002,1000,0001,,0000050113,21,UN,4500000062,00030,14536.83,USD,1000,S,20240307,20240307,20240307,,
100,5000000153,2024,0001,101,80012,2000,0001,,0000050085,4,AU,4500000063,00010,715.2,USD,2000,S,20240306,20240306,20240306,,
100,5000000154,2024,0001,101,10295,2000,0001,,0000050085,7,UN,4500000063,00020,3962.49,USD,2000,S,20240304,20240304,20240304,,
100,5000000155,2024,0001,101,30015,2000,0001,,0000050085,47,L,4500000063,00030,11742.01,USD,2000,S,20240307,20240307,20240307,,
100,5000000156,2024,0001,101,10120,2000,0001,,0000050085,30,UN,4500000063,00040,5286.6,USD,2000,S,20240307,20240307,20240307,,
100,5000000157,2024,0001,101,10004,1000,0001,,0000050110,20,UN,4500000064,00010,2504.4,USD,1000,S,20240311,20240311,20240311,,
100,5000000158,2024,0001,101,10000,1000,0001,,0000050110,12,UN,4500000064,00020,7442.88,USD,1000,S,20240307,20240307,20240307,,
100,5000000159,2024,0001,101,10004,1000,0001,,0000050110,38,UN,4500000064,00030,21698.0,USD,1000,S,20240308,20240308,20240308,,
100,5000000160,2024,0001,101,30040,1000,0001,,0000050183,23,L,4500000065,00010,2313.57,USD,1000,S,20240311,20240311,20240311,,
100,5000000161,2024,0001,101,10074,1000,0001,,0000050183,17,UN,4500000065,00020,10027.62,USD,1000,S,20240308,20240308,20240308,,
100,5000000162,2024,0001,101,80049,1000,0001,,0000050183,6,AU,4500000065,00030,630.72,USD,1000,S,20240309,20240309,20240309,,
100,5000000163,2024,0001,101,10075,1000,0001,,0000050111,23,UN,4500000066,00010,7928.33,USD,1000,S,20240312,20240312,20240312,,
100,5000000164,2024,0001,101,10237,1000,0001,,0000050111,28,UN,4500000066,00020,3585.4,USD,1000,S,20240308,20240308,20240308,,
100,5000000165,2024,0001,101,10186,1000,0001,,0000050111,36,UN,4500000066,00030,9675.0,USD,1000,S,20240313,20240313,20240313,,
100,5000000166,2024,0001,101,10082,1000,0001,,0000050111,14,UN,4500000066,00040,2884.0,USD,1000,S,20240313,20240313,20240313,,
100,5000000167,2024,0001,101,10004,2000,0001,,0000050127,11,UN,4500000067,00010,6879.95,USD,2000,S,20240313,20240313,20240313,,
100,5000000168,2024,0001,101,10004,2000,0001,,0000050127,9,UN,4500000067,00020,4681.35,USD,2000,S,20240309,20240309,20240309,,
100,5000000169,2024,0001,101,10087,2000,0001,,0000050267,41,UN,4500000068,00010,15622.23,USD,2000,S,20240314,20240314,20240314,,
100,5000000170,2024,0001,101,10068,2000,0001,,0000050076,1,UN,4500000069,00010,98.04,USD,2000,S,20240313,20240313,20240313,,
100,5000000171,2024,0001,101,10011,2000,0001,,0000050076,36,UN,4500000069,00020,9763.2,USD,2000,S,20240314,20240314,20240314,,
100,5000000172,2024,0001,101,10240,2000,0001,,0000050076,17,UN,4500000069,00030,11427.4,USD,2000,S,20240310,20240310,20240310,,
100,5000000173,2024,0001,101,10223,2000,0001,,0000050076,44,UN,4500000069,00040,25843.4,USD,2000,S,20240313,20240313,20240313,,
100,5000000174,2024,0001,101,10002,2000,0001,,0000050167,22,UN,4500000070,00010,3129.28,USD,2000,S,20240316,20240316,20240316,,
100,5000000175,2024,0001,101,10000,2000,0001,,0000050167,2,UN,4500000070,00020,1842.6,USD,2000,S,20240311,20240311,20240311,,
100,5000000176,2024,0001,101,10000,2000,0001,,0000050167,33,UN,4500000070,00030,5390.22,USD,2000,S,20240313,20240313,20240313,,
100,5000000177,2024,0001,101,30003,1000,0001,,0000050219,4,L,4500000071,00010,238.6,USD,1000,S,20240315,20240315,20240315,,
100,5000000178,2024,0001,101,10005,1000,0001,,0000050219,29,UN,4500000071,00020,4378.42,USD,1000,S,20240313,20240313,20240313,,
100,5000000179,2024,0001,101,80042,1000,0001,,0000050001,18,AU,4500000072,00010,10117.8,USD,1000,S,20240319,20240319,20240319,,
100,5000000180,2024,0001,101,80027,1000,0001,,0000050001,18,AU,4500000072,00020,3566.16,USD,1000,S,20240316,20240316,20240316,,
100,5000000181,2024,0001,101,10004,2000,0001,,0000050293,8,UN,4500000073,00010,6752.64,USD,2000,S,20240319,20240319,20240319,,
100,5000000182,2024,0001,101,30022,2000,0001,,0000050197,44,L,4500000074,00010,12283.04,USD,2000,S,20240316,20240316,20240316,,
100,5000000183,2024,0001,101,10105,2000,0001,,0000050197,1,UN,4500000074,00020,240.68,USD,2000,S,20240317,20240317,20240317,,
100,5000000184,2024,0001,101,10129,2000,0001,,0000050197,5,UN,4500000074,00030,3785.75,USD,2000,S,20240318,20240318,20240318,,
100,5000000185,2024,0001,101,10050,2000,0001,,0000050197,28,UN,4500000074,00040,9610.16,USD,2000,S,20240319,20240319,20240319,,
100,5000000186,2024,0001,101,10282,2000,0001,,0000050148,2,UN,4500000075,00010,249.78,USD,2000,S,20240321,20240321,20240321,,
100,5000000187,2024,0001,101,80035,2000,0001,,0000050148,7,AU,4500000075,00020,2921.45,USD,2000,S,20240318,20240318,20240318,,
100,5000000188,2024,0001,101,10073,2000,0001,,0000050148,38,UN,4500000075,00030,28843.14,USD,2000,S,20240322,20240322,20240322,,
100,5000000189,2024,0001,101,10000,1000,0001,,0000050151,21,UN,4500000076,00010,16722.51,USD,1000,S,20240322,20240322,20240322,,
100,5000000190,2024,0001,101,10004,1000,0001,,0000050151,27,UN,4500000076,00020,16571.25,USD,1000,S,20240322,20240322,20240322,,
100,5000000191,2024,0001,101,10003,1000,0001,,0000050151,7,UN,4500000076,00030,5024.11,USD,1000,S,20240323,20240323,20240323,,
100,5000000192,2024,0001,101,30006,2000,0001,,0000050190,11,L,4500000077,00010,1648.57,USD,2000,S,20240324,20240324,20240324,,
100,5000000193,2024,0001,101,10282,2000,0001,,0000050190,4,UN,4500000077,00020,1173.12,USD,2000,S,20240324,20240324,20240324,,
100,5000000194,2024,0001,101,30028,2000,0001,,0000050120,4,L,4500000078,00010,3063.96,USD,2000,S,20240325,20240325,20240325,,
100,5000000195,2024,0001,101,30015,2000,0001,,0000050120,20,L,4500000078,00020,8454.2,USD,2000,S,20240322,20240322,20240322,,
100,5000000196,2024,0001,101,10089,2000,0001,,0000050120,22,UN,4500000078,00030,13411.42,USD,2000,S,20240324,20240324,20240324,,
